id,failure
16108,0.26006920386783156
16109,0.21202572747484907
16110,0.16137250790637372
16111,0.22196506987935588
16112,0.17720639536772298
16113,0.19567123083056412
16114,0.265441226989664
16115,0.15317782139149627
16116,0.1823714577075149
16117,0.19150085424450983
16118,0.29905324092993396
16119,0.22713119403237114
16120,0.1916152817108941
16121,0.16390731984908724
16122,0.1828955344697408
16123,0.2642981058226854
16124,0.2164679421445318
16125,0.18579665956985592
16126,0.23024710053354194
16127,0.21700694471519466
16128,0.2503507806962015
16129,0.2009829410350575
16130,0.16276911768900626
16131,0.1951667865730839
16132,0.17862294790514605
16133,0.21810109476171557
16134,0.29120586448246627
16135,0.14962727279659793
16136,0.3435196606841728
16137,0.16358303955493905
16138,0.17015309103300358
16139,0.1746046426750945
16140,0.1808188598474078
16141,0.19311898740086636
16142,0.27651118327635793
16143,0.31774030732851904
16144,0.2604464858784121
16145,0.23732100632676528
16146,0.17758652207471357
16147,0.15487859274005186
16148,0.20681995799221586
16149,0.19853300648078798
16150,0.1876093757788818
16151,0.1995709233761017
16152,0.23517243587772874
16153,0.21415489642775828
16154,0.17384907279323375
16155,0.21213546220259877
16156,0.27558112051381456
16157,0.22280684796672376
16158,0.20859530544937793
16159,0.2438648939041249
16160,0.17624996698024759
16161,0.24585059414693056
16162,0.2278011440648353
16163,0.2413455901140964
16164,0.13825738326503437
16165,0.11602956301731003
16166,0.21691691712783223
16167,0.20331825047653923
16168,0.15863199816841053
16169,0.28197963447229313
16170,0.24966765291203138
16171,0.13717403818144353
16172,0.12599262299507122
16173,0.17644224374770068
16174,0.23192533084303418
16175,0.211983781489469
16176,0.23595658686613197
16177,0.1632952832814908
16178,0.1725051800364378
16179,0.1611657938851077
16180,0.22848415658480886
16181,0.18785517878230407
16182,0.16162421573457847
16183,0.3259899565631817
16184,0.15796655151957442
16185,0.23894598211029644
16186,0.25438387515303523
16187,0.14935920866487853
16188,0.431058812482546
16189,0.3053231625908752
16190,0.18720285253338845
16191,0.18524973188603966
16192,0.21391659762675597
16193,0.1555665979824393
16194,0.33904158554343655
16195,0.299836686623114
16196,0.3122712394655404
16197,0.15969562786884237
16198,0.2133138703252325
16199,0.2088108610173724
16200,0.1416734007304001
16201,0.19560313012304067
16202,0.30432096424814836
16203,0.2848520092215289
16204,0.16391866871532979
16205,0.24903819247905992
16206,0.25374298961159725
16207,0.20482212084908114
16208,0.14608403805440198
16209,0.15944448322303206
16210,0.1701441731683596
16211,0.16975222321383981
16212,0.19192489468437943
16213,0.21417587609033684
16214,0.20555500040807587
16215,0.20933845213347668
16216,0.18413102877354248
16217,0.18064316739856554
16218,0.17335609881805583
16219,0.1423228765732777
16220,0.19399904485446484
16221,0.32498265546866323
16222,0.17514874812158696
16223,0.26750567987383317
16224,0.17262175336842628
16225,0.16127383435503434
16226,0.16427248945181763
16227,0.15512131371344334
16228,0.309591271336403
16229,0.24679457030660254
16230,0.23114554353798406
16231,0.18736320173685347
16232,0.20059537155134421
16233,0.15265840942087194
16234,0.18768063886364236
16235,0.18629011834132544
16236,0.1854439391685585
16237,0.22391745235939395
16238,0.18155863376732972
16239,0.36082992118326085
16240,0.16596440422476755
16241,0.318727654796533
16242,0.2265549309547404
16243,0.1448213146122423
16244,0.26995039828516304
16245,0.2565711890804279
16246,0.34942822260698075
16247,0.13263158457394936
16248,0.2123314895440321
16249,0.3110179978741369
16250,0.3039136165981601
16251,0.17103805777235448
16252,0.2686697591183347
16253,0.17831135546597854
16254,0.33473852440421714
16255,0.3209035323662973
16256,0.32829623850222145
16257,0.2898307050505808
16258,0.21949328764584208
16259,0.20187371084870473
16260,0.227290965741008
16261,0.15031591087254373
16262,0.1613360308019557
16263,0.1696674058660143
16264,0.18138179593236242
16265,0.20322116477746843
16266,0.22330886006442002
16267,0.24549086596612316
16268,0.4118473954312109
16269,0.16949899524330123
16270,0.1623283667380699
16271,0.24696352783898667
16272,0.16223690046276906
16273,0.22127683211163207
16274,0.33239518104691473
16275,0.19515041169919414
16276,0.22842066702344793
16277,0.21846876562704823
16278,0.2296295636913044
16279,0.18201116425648212
16280,0.2885949457065333
16281,0.1889721827183823
16282,0.17114503618850577
16283,0.3017935700853304
16284,0.2724498764708462
16285,0.31158660966088714
16286,0.19640411125036258
16287,0.16082412306071125
16288,0.2027483267666951
16289,0.25135550347534624
16290,0.17098300150858378
16291,0.20130982393577979
16292,0.23049838670167347
16293,0.3195899247412632
16294,0.24401049261508154
16295,0.2243060148379498
16296,0.22519882667438557
16297,0.22813093488654818
16298,0.1497349935665486
16299,0.5151897008584172
16300,0.17562917043715975
16301,0.283077865926876
16302,0.15732231001162322
16303,0.244720652949626
16304,0.1547478274969093
16305,0.3028764308483859
16306,0.1819926524946269
16307,0.19360251509070497
16308,0.21452902202387486
16309,0.2251884666838405
16310,0.22750234555080642
16311,0.19486832762726983
16312,0.22537480188963135
16313,0.3362323321933729
16314,0.24357546166796196
16315,0.3373379628926252
16316,0.19078815403460195
16317,0.1983221387479507
16318,0.3327816572132614
16319,0.1908909639446204
16320,0.22128563110499544
16321,0.21579442413894911
16322,0.2047006519820678
16323,0.21890595985591896
16324,0.16465956484907898
16325,0.20855203473721864
16326,0.20363500318241623
16327,0.21705357035623127
16328,0.19281493141218728
16329,0.13366207681264067
16330,0.34582699210332624
16331,0.26216633699093256
16332,0.23840773303529156
16333,0.2249754684896368
16334,0.19778029369459404
16335,0.20940006521985108
16336,0.1968099722121476
16337,0.22791648784384275
16338,0.23230294503387847
16339,0.20719784909629058
16340,0.1836481144610673
16341,0.1951734559705298
16342,0.21364795911048293
16343,0.1659231988010725
16344,0.1928490513260098
16345,0.15785906950223064
16346,0.2515194726148303
